gu_id,gu_name
8,강남구
9,강동구
17,강북구
3,강서구
7,관악구
16,광진구
4,구로구
18,금천구
15,노원구
23,도봉구
21,동대문구
6,동작구
2,마포구
25,서대문구
11,서초구
20,성동구
22,성북구
10,송파구
13,양천구
5,영등포구
19,용산구
24,은평구
1,종로구
12,중구
14,중랑구
