number_id,gu_name,MY_id,type_id,PC_id,the_number_of_registered_vehicle
2490,금천구,2022-08,2,3,279
2491,금천구,2022-08,3,1,3
2492,금천구,2022-08,3,2,48
2493,금천구,2022-08,3,3,474
2494,금천구,2022-08,4,1,551
2495,금천구,2022-08,4,2,75
2496,금천구,2022-08,4,3,10
2497,노원구,2022-08,1,1,88
2498,노원구,2022-08,1,2,129
2499,노원구,2022-08,1,3,128
2500,노원구,2022-08,2,1,571
2501,노원구,2022-08,2,2,134
2502,노원구,2022-08,2,3,787
2503,노원구,2022-08,3,1,3
2504,노원구,2022-08,3,2,787
2505,노원구,2022-08,3,3,846
2506,노원구,2022-08,4,1,688
2507,노원구,2022-08,4,2,172
2508,노원구,2022-08,4,3,10
2509,도봉구,2022-08,1,1,94
2510,도봉구,2022-08,1,2,76
2511,도봉구,2022-08,1,3,871
2512,도봉구,2022-08,2,1,706
2513,도봉구,2022-08,2,2,81
2514,도봉구,2022-08,2,3,671
2515,도봉구,2022-08,3,1,2
2516,도봉구,2022-08,3,2,657
2517,도봉구,2022-08,3,3,575
2518,도봉구,2022-08,4,1,286
2519,도봉구,2022-08,4,2,125
2520,도봉구,2022-08,4,3,8
2521,동대문구,2022-08,1,1,105
2522,동대문구,2022-08,1,2,80
2523,동대문구,2022-08,1,3,672
2524,동대문구,2022-08,2,1,248
2525,동대문구,2022-08,2,2,83
2526,동대문구,2022-08,2,3,25
2527,동대문구,2022-08,3,1,2
2528,동대문구,2022-08,3,2,915
2529,동대문구,2022-08,3,3,148
2530,동대문구,2022-08,4,1,120
2531,동대문구,2022-08,4,2,140
2532,동대문구,2022-08,4,3,9
2533,동작구,2022-08,1,1,109
2534,동작구,2022-08,1,2,93
2535,동작구,2022-08,1,3,861
2536,동작구,2022-08,2,1,185
2537,동작구,2022-08,2,2,95
2538,동작구,2022-08,2,3,155
2539,동작구,2022-08,3,1,2
2540,동작구,2022-08,3,2,538
2541,동작구,2022-08,3,3,137
2542,동작구,2022-08,4,1,724
2543,동작구,2022-08,4,2,130
2544,동작구,2022-08,4,3,6
2545,마포구,2022-08,1,1,103
2546,마포구,2022-08,1,2,100
2547,마포구,2022-08,1,3,895
2548,마포구,2022-08,2,1,564
2549,마포구,2022-08,2,2,105
2550,마포구,2022-08,2,3,562
2551,마포구,2022-08,3,1,2
2552,마포구,2022-08,3,2,806
2553,마포구,2022-08,3,3,655
2554,마포구,2022-08,4,1,520
2555,마포구,2022-08,4,2,160
2556,마포구,2022-08,4,3,9
2557,서대문구,2022-08,1,1,197
2558,서대문구,2022-08,1,2,75
2559,서대문구,2022-08,1,3,543
2560,서대문구,2022-08,2,1,125
2561,서대문구,2022-08,2,2,78
2562,서대문구,2022-08,2,3,865
2563,서대문구,2022-08,3,1,2
2564,서대문구,2022-08,3,2,240
2565,서대문구,2022-08,3,3,429
2566,서대문구,2022-08,4,1,777
2567,서대문구,2022-08,4,2,133
2568,서대문구,2022-08,4,3,6
2569,서초구,2022-08,1,1,204
2570,서초구,2022-08,1,2,150
2571,서초구,2022-08,1,3,325
2572,서초구,2022-08,2,1,93
2573,서초구,2022-08,2,2,155
2574,서초구,2022-08,2,3,622
2575,서초구,2022-08,3,1,3
2576,서초구,2022-08,3,2,212
2577,서초구,2022-08,3,3,753
2578,서초구,2022-08,4,1,95
2579,서초구,2022-08,4,2,176
2580,서초구,2022-08,4,3,10
2581,성동구,2022-08,1,1,124
2582,성동구,2022-08,1,2,82
2583,성동구,2022-08,1,3,686
2584,성동구,2022-08,2,1,812
2585,성동구,2022-08,2,2,91
2586,성동구,2022-08,2,3,622
2587,성동구,2022-08,3,1,2
2588,성동구,2022-08,3,2,98
2589,성동구,2022-08,3,3,905
2590,성동구,2022-08,4,1,49
2591,성동구,2022-08,4,2,187
2592,성동구,2022-08,4,3,8
2593,성북구,2022-08,1,1,94
2594,성북구,2022-08,1,2,105
2595,성북구,2022-08,1,3,174
2596,성북구,2022-08,2,1,143
2597,성북구,2022-08,2,2,107
2598,성북구,2022-08,2,3,411
2599,성북구,2022-08,3,1,3
2600,성북구,2022-08,3,2,199
2601,성북구,2022-08,3,3,1
2602,성북구,2022-08,4,1,4
2603,성북구,2022-08,4,2,370
2604,성북구,2022-08,4,3,151
2605,송파구,2022-08,1,1,125
2606,송파구,2022-08,1,2,205
2607,송파구,2022-08,1,3,829
2608,송파구,2022-08,2,1,105
2609,송파구,2022-08,2,2,213
2610,송파구,2022-08,2,3,59
2611,송파구,2022-08,3,1,4
2612,송파구,2022-08,3,2,515
2613,송파구,2022-08,3,3,1
2614,송파구,2022-08,4,1,6
2615,송파구,2022-08,4,2,270
2616,송파구,2022-08,4,3,158
2617,양천구,2022-08,1,1,122
2618,양천구,2022-08,1,2,127
2619,양천구,2022-08,1,3,458
2620,양천구,2022-08,2,1,462
2621,양천구,2022-08,2,2,132
2622,양천구,2022-08,2,3,42
2623,양천구,2022-08,3,1,3
2624,양천구,2022-08,3,2,445
2625,양천구,2022-08,3,3,758
2626,양천구,2022-08,4,1,262
2627,양천구,2022-08,4,2,138
2628,양천구,2022-08,4,3,11
2629,영등포구,2022-08,1,1,133
2630,영등포구,2022-08,1,2,117
2631,영등포구,2022-08,1,3,710
2632,영등포구,2022-08,2,1,651
2633,영등포구,2022-08,2,2,121
2634,영등포구,2022-08,2,3,494
2635,영등포구,2022-08,3,1,4
2636,영등포구,2022-08,3,2,110
2637,영등포구,2022-08,3,3,163
2638,영등포구,2022-08,4,1,331
2639,영등포구,2022-08,4,2,169
2640,영등포구,2022-08,4,3,14
2641,용산구,2022-08,1,1,244
2642,용산구,2022-08,1,2,65
2643,용산구,2022-08,1,3,451
2644,용산구,2022-08,2,1,227
2645,용산구,2022-08,2,2,66
2646,용산구,2022-08,2,3,922
2647,용산구,2022-08,3,1,2
2648,용산구,2022-08,3,2,5
2649,용산구,2022-08,3,3,57
2650,용산구,2022-08,4,1,190
2651,용산구,2022-08,4,2,145
2652,용산구,2022-08,4,3,5
2653,은평구,2022-08,1,1,100
2654,은평구,2022-08,1,2,113
2655,은평구,2022-08,1,3,119
2656,은평구,2022-08,2,1,116
2657,은평구,2022-08,2,2,117
2658,은평구,2022-08,2,3,335
2659,은평구,2022-08,3,1,3
2660,은평구,2022-08,3,2,504
2661,은평구,2022-08,3,3,750
2662,은평구,2022-08,4,1,302
2663,은평구,2022-08,4,2,143
2664,은평구,2022-08,4,3,10
2665,종로구,2022-08,1,1,1
2666,종로구,2022-08,1,2,515
2667,종로구,2022-08,1,3,38
2668,종로구,2022-08,2,1,879
2669,종로구,2022-08,2,2,41
2670,종로구,2022-08,2,3,359
2671,종로구,2022-08,3,1,696
2672,종로구,2022-08,3,2,1
2673,종로구,2022-08,3,3,589
2674,종로구,2022-08,4,1,3
2675,종로구,2022-08,4,2,539
2676,종로구,2022-08,4,3,353
2677,중구,2022-08,1,1,283
2678,중구,2022-08,1,2,45
2679,중구,2022-08,1,3,397
2680,중구,2022-08,2,1,663
2681,중구,2022-08,2,2,48
2682,중구,2022-08,2,3,343
2683,중구,2022-08,3,1,1
2684,중구,2022-08,3,2,880
2685,중구,2022-08,3,3,228
2686,중구,2022-08,4,1,866
2687,중구,2022-08,4,2,185
2688,중구,2022-08,4,3,4
2689,중랑구,2022-08,1,1,79
2690,중랑구,2022-08,1,2,90
2691,중랑구,2022-08,1,3,350
2692,중랑구,2022-08,2,1,830
2693,중랑구,2022-08,2,2,96
2694,중랑구,2022-08,2,3,259
2695,중랑구,2022-08,3,1,3
2696,중랑구,2022-08,3,2,509
2697,중랑구,2022-08,3,3,554
2698,중랑구,2022-08,4,1,101
2699,중랑구,2022-08,4,2,119
2700,중랑구,2022-08,4,3,11
2701,강남구,2022-09,1,1,156
2702,강남구,2022-09,1,2,206
2703,강남구,2022-09,1,3,457
2704,강남구,2022-09,2,1,38
2705,강남구,2022-09,2,2,226
2706,강남구,2022-09,2,3,651
2707,강남구,2022-09,3,1,4
2708,강남구,2022-09,3,2,164
2709,강남구,2022-09,3,3,607
2710,강남구,2022-09,4,1,828
2711,강남구,2022-09,4,2,186
2712,강남구,2022-09,4,3,13
2713,강동구,2022-09,1,1,104
2714,강동구,2022-09,1,2,127
2715,강동구,2022-09,1,3,777
2716,강동구,2022-09,2,1,121
2717,강동구,2022-09,2,2,133
2718,강동구,2022-09,2,3,2
2719,강동구,2022-09,3,1,3
2720,강동구,2022-09,3,2,596
2721,강동구,2022-09,3,3,770
2722,강동구,2022-09,4,1,410
2723,강동구,2022-09,4,2,156
2724,강동구,2022-09,4,3,12
2725,강북구,2022-09,1,1,103
2726,강북구,2022-09,1,2,60
2727,강북구,2022-09,1,3,968
2728,강북구,2022-09,2,1,101
2729,강북구,2022-09,2,2,63
2730,강북구,2022-09,2,3,172
2731,강북구,2022-09,3,1,2
2732,강북구,2022-09,3,2,448
2733,강북구,2022-09,3,3,720
2734,강북구,2022-09,4,1,232
2735,강북구,2022-09,4,2,133
2736,강북구,2022-09,4,3,7
2737,강서구,2022-09,1,1,129
2738,강서구,2022-09,1,2,167
2739,강서구,2022-09,1,3,354
2740,강서구,2022-09,2,1,300
2741,강서구,2022-09,2,2,178
2742,강서구,2022-09,2,3,783
2743,강서구,2022-09,3,1,4
2744,강서구,2022-09,3,2,700
2745,강서구,2022-09,3,3,1
2746,강서구,2022-09,4,1,6
2747,강서구,2022-09,4,2,138
2748,강서구,2022-09,4,3,158
2749,관악구,2022-09,1,1,96
2750,관악구,2022-09,1,2,99
2751,관악구,2022-09,1,3,386
2752,관악구,2022-09,2,1,144
2753,관악구,2022-09,2,2,102
2754,관악구,2022-09,2,3,626
2755,관악구,2022-09,3,1,3
2756,관악구,2022-09,3,2,432
2757,관악구,2022-09,3,3,307
2758,관악구,2022-09,4,1,790
2759,관악구,2022-09,4,2,147
2760,관악구,2022-09,4,3,9
2761,광진구,2022-09,1,1,85
2762,광진구,2022-09,1,2,80
2763,광진구,2022-09,1,3,477
2764,광진구,2022-09,2,1,534
2765,광진구,2022-09,2,2,84
2766,광진구,2022-09,2,3,96
2767,광진구,2022-09,3,1,2
2768,광진구,2022-09,3,2,399
2769,광진구,2022-09,3,3,375
2770,광진구,2022-09,4,1,817
2771,광진구,2022-09,4,2,162
2772,광진구,2022-09,4,3,9
2773,구로구,2022-09,1,1,99
2774,구로구,2022-09,1,2,113
2775,구로구,2022-09,1,3,321
2776,구로구,2022-09,2,1,367
2777,구로구,2022-09,2,2,123
2778,구로구,2022-09,2,3,787
2779,구로구,2022-09,3,1,4
2780,구로구,2022-09,3,2,553
2781,구로구,2022-09,3,3,564
2782,구로구,2022-09,4,1,179
2783,구로구,2022-09,4,2,125
2784,구로구,2022-09,4,3,14
2785,금천구,2022-09,1,1,52
2786,금천구,2022-09,1,2,70
2787,금천구,2022-09,1,3,794
2788,금천구,2022-09,2,1,497
2789,금천구,2022-09,2,2,74
2790,금천구,2022-09,2,3,343
2791,금천구,2022-09,3,1,3
2792,금천구,2022-09,3,2,30
2793,금천구,2022-09,3,3,471
2794,금천구,2022-09,4,1,531
2795,금천구,2022-09,4,2,75
2796,금천구,2022-09,4,3,10
2797,노원구,2022-09,1,1,88
2798,노원구,2022-09,1,2,129
2799,노원구,2022-09,1,3,227
2800,노원구,2022-09,2,1,537
2801,노원구,2022-09,2,2,134
2802,노원구,2022-09,2,3,852
2803,노원구,2022-09,3,1,3
2804,노원구,2022-09,3,2,767
2805,노원구,2022-09,3,3,840
2806,노원구,2022-09,4,1,661
2807,노원구,2022-09,4,2,173
2808,노원구,2022-09,4,3,10
2809,도봉구,2022-09,1,1,94
2810,도봉구,2022-09,1,2,76
2811,도봉구,2022-09,1,3,798
2812,도봉구,2022-09,2,1,715
2813,도봉구,2022-09,2,2,81
2814,도봉구,2022-09,2,3,607
2815,도봉구,2022-09,3,1,2
2816,도봉구,2022-09,3,2,649
2817,도봉구,2022-09,3,3,575
2818,도봉구,2022-09,4,1,278
2819,도봉구,2022-09,4,2,126
2820,도봉구,2022-09,4,3,8
2821,동대문구,2022-09,1,1,105
2822,동대문구,2022-09,1,2,81
2823,동대문구,2022-09,1,3,134
2824,동대문구,2022-09,2,1,251
2825,동대문구,2022-09,2,2,83
2826,동대문구,2022-09,2,3,490
2827,동대문구,2022-09,3,1,2
2828,동대문구,2022-09,3,2,911
2829,동대문구,2022-09,3,3,149
2830,동대문구,2022-09,4,1,118
2831,동대문구,2022-09,4,2,140
2832,동대문구,2022-09,4,3,9
2833,동작구,2022-09,1,1,108
2834,동작구,2022-09,1,2,93
2835,동작구,2022-09,1,3,850
2836,동작구,2022-09,2,1,184
2837,동작구,2022-09,2,2,95
2838,동작구,2022-09,2,3,142
2839,동작구,2022-09,3,1,2
2840,동작구,2022-09,3,2,522
2841,동작구,2022-09,3,3,137
2842,동작구,2022-09,4,1,709
2843,동작구,2022-09,4,2,130
2844,동작구,2022-09,4,3,6
2845,마포구,2022-09,1,1,102
2846,마포구,2022-09,1,2,100
2847,마포구,2022-09,1,3,931
2848,마포구,2022-09,2,1,549
2849,마포구,2022-09,2,2,105
2850,마포구,2022-09,2,3,582
2851,마포구,2022-09,3,1,2
2852,마포구,2022-09,3,2,806
2853,마포구,2022-09,3,3,667
2854,마포구,2022-09,4,1,528
2855,마포구,2022-09,4,2,162
2856,마포구,2022-09,4,3,9
2857,서대문구,2022-09,1,1,199
2858,서대문구,2022-09,1,2,75
2859,서대문구,2022-09,1,3,705
2860,서대문구,2022-09,2,1,151
2861,서대문구,2022-09,2,2,79
2862,서대문구,2022-09,2,3,55
2863,서대문구,2022-09,3,1,2
2864,서대문구,2022-09,3,2,218
2865,서대문구,2022-09,3,3,431
2866,서대문구,2022-09,4,1,759
2867,서대문구,2022-09,4,2,133
2868,서대문구,2022-09,4,3,5
2869,서초구,2022-09,1,1,202
2870,서초구,2022-09,1,2,150
2871,서초구,2022-09,1,3,809
2872,서초구,2022-09,2,1,993
2873,서초구,2022-09,2,2,156
2874,서초구,2022-09,2,3,4
2875,서초구,2022-09,3,1,3
2876,서초구,2022-09,3,2,190
2877,서초구,2022-09,3,3,737
2878,서초구,2022-09,4,1,57
2879,서초구,2022-09,4,2,178
2880,서초구,2022-09,4,3,10
2881,성동구,2022-09,1,1,125
2882,성동구,2022-09,1,2,82
2883,성동구,2022-09,1,3,754
2884,성동구,2022-09,2,1,585
2885,성동구,2022-09,2,2,91
2886,성동구,2022-09,2,3,464
2887,성동구,2022-09,3,1,2
2888,성동구,2022-09,3,2,97
2889,성동구,2022-09,3,3,923
2890,성동구,2022-09,4,1,66
2891,성동구,2022-09,4,2,185
2892,성동구,2022-09,4,3,8
2893,성북구,2022-09,1,1,94
2894,성북구,2022-09,1,2,105
2895,성북구,2022-09,1,3,195
2896,성북구,2022-09,2,1,137
2897,성북구,2022-09,2,2,107
2898,성북구,2022-09,2,3,426
2899,성북구,2022-09,3,1,3
2900,성북구,2022-09,3,2,179
2901,성북구,2022-09,3,3,1
2902,성북구,2022-09,4,1,4
2903,성북구,2022-09,4,2,350
2904,성북구,2022-09,4,3,153
2905,송파구,2022-09,1,1,128
2906,송파구,2022-09,1,2,206
2907,송파구,2022-09,1,3,58
2908,송파구,2022-09,2,1,153
2909,송파구,2022-09,2,2,213
2910,송파구,2022-09,2,3,339
2911,송파구,2022-09,3,1,4
2912,송파구,2022-09,3,2,478
2913,송파구,2022-09,3,3,1
2914,송파구,2022-09,4,1,6
2915,송파구,2022-09,4,2,241
2916,송파구,2022-09,4,3,158
2917,양천구,2022-09,1,1,121
2918,양천구,2022-09,1,2,127
2919,양천구,2022-09,1,3,633
2920,양천구,2022-09,2,1,443
2921,양천구,2022-09,2,2,132
2922,양천구,2022-09,2,3,197
2923,양천구,2022-09,3,1,3
2924,양천구,2022-09,3,2,411
2925,양천구,2022-09,3,3,759
2926,양천구,2022-09,4,1,230
2927,양천구,2022-09,4,2,139
2928,양천구,2022-09,4,3,11
2929,영등포구,2022-09,1,1,135
2930,영등포구,2022-09,1,2,117
2931,영등포구,2022-09,1,3,615
2932,영등포구,2022-09,2,1,199
2933,영등포구,2022-09,2,2,120
2934,영등포구,2022-09,2,3,949
2935,영등포구,2022-09,3,1,4
2936,영등포구,2022-09,3,2,95
2937,영등포구,2022-09,3,3,162
2938,영등포구,2022-09,4,1,314
2939,영등포구,2022-09,4,2,169
2940,영등포구,2022-09,4,3,13
2941,용산구,2022-09,1,1,244
2942,용산구,2022-09,1,2,65
2943,용산구,2022-09,1,3,460
2944,용산구,2022-09,2,1,240
2945,용산구,2022-09,2,2,66
2946,용산구,2022-09,2,3,944
2947,용산구,2022-09,3,1,2
2948,용산구,2022-09,3,2,1
2949,용산구,2022-09,3,3,57
2950,용산구,2022-09,4,1,186
2951,용산구,2022-09,4,2,145
2952,용산구,2022-09,4,3,5
2953,은평구,2022-09,1,1,102
2954,은평구,2022-09,1,2,113
2955,은평구,2022-09,1,3,76
2956,은평구,2022-09,2,1,128
2957,은평구,2022-09,2,2,117
2958,은평구,2022-09,2,3,306
2959,은평구,2022-09,3,1,3
2960,은평구,2022-09,3,2,492
2961,은평구,2022-09,3,3,747
2962,은평구,2022-09,4,1,287
2963,은평구,2022-09,4,2,140
2964,은평구,2022-09,4,3,10
2965,종로구,2022-09,1,1,1
2966,종로구,2022-09,1,2,509
2967,종로구,2022-09,1,3,38
2968,종로구,2022-09,2,1,858
2969,종로구,2022-09,2,2,41
2970,종로구,2022-09,2,3,292
2971,종로구,2022-09,3,1,696
2972,종로구,2022-09,3,2,1
2973,종로구,2022-09,3,3,583
2974,종로구,2022-09,4,1,3
2975,종로구,2022-09,4,2,534
2976,종로구,2022-09,4,3,353
2977,중구,2022-09,1,1,284
2978,중구,2022-09,1,2,45
2979,중구,2022-09,1,3,544
2980,중구,2022-09,2,1,47
2981,중구,2022-09,2,2,48
2982,중구,2022-09,2,3,875
2983,중구,2022-09,3,1,1
2984,중구,2022-09,3,2,887
2985,중구,2022-09,3,3,228
2986,중구,2022-09,4,1,873
2987,중구,2022-09,4,2,185
2988,중구,2022-09,4,3,5
2989,중랑구,2022-09,1,1,80
2990,중랑구,2022-09,1,2,90
2991,중랑구,2022-09,1,3,425
2992,중랑구,2022-09,2,1,861
2993,중랑구,2022-09,2,2,96
2994,중랑구,2022-09,2,3,366
2995,중랑구,2022-09,3,1,3
2996,중랑구,2022-09,3,2,491
2997,중랑구,2022-09,3,3,551
2998,중랑구,2022-09,4,1,81
2999,중랑구,2022-09,4,2,120
3000,중랑구,2022-09,4,3,11
3001,강남구,2022-10,1,1,156
3002,강남구,2022-10,1,2,206
3003,강남구,2022-10,1,3,392
3004,강남구,2022-10,2,1,795
3005,강남구,2022-10,2,2,226
3006,강남구,2022-10,2,3,343
3007,강남구,2022-10,3,1,4
3008,강남구,2022-10,3,2,154
3009,강남구,2022-10,3,3,598
3010,강남구,2022-10,4,1,804
3011,강남구,2022-10,4,2,185
3012,강남구,2022-10,4,3,13
3013,강동구,2022-10,1,1,104
3014,강동구,2022-10,1,2,127
3015,강동구,2022-10,1,3,790
3016,강동구,2022-10,2,1,133
3017,강동구,2022-10,2,2,133
3018,강동구,2022-10,2,3,27
3019,강동구,2022-10,3,1,3
3020,강동구,2022-10,3,2,598
3021,강동구,2022-10,3,3,789
3022,강동구,2022-10,4,1,431
3023,강동구,2022-10,4,2,156
3024,강동구,2022-10,4,3,12
3025,강북구,2022-10,1,1,103
3026,강북구,2022-10,1,2,60
3027,강북구,2022-10,1,3,975
3028,강북구,2022-10,2,1,87
3029,강북구,2022-10,2,2,63
3030,강북구,2022-10,2,3,165
3031,강북구,2022-10,3,1,2
3032,강북구,2022-10,3,2,440
3033,강북구,2022-10,3,3,718
3034,강북구,2022-10,4,1,223
3035,강북구,2022-10,4,2,137
3036,강북구,2022-10,4,3,7
3037,강서구,2022-10,1,1,131
3038,강서구,2022-10,1,2,167
3039,강서구,2022-10,1,3,251
3040,강서구,2022-10,2,1,348
3041,강서구,2022-10,2,2,178
3042,강서구,2022-10,2,3,730
3043,강서구,2022-10,3,1,4
3044,강서구,2022-10,3,2,653
3045,강서구,2022-10,3,3,1
3046,강서구,2022-10,4,1,6
3047,강서구,2022-10,4,2,93
3048,강서구,2022-10,4,3,164
3049,관악구,2022-10,1,1,96
3050,관악구,2022-10,1,2,99
3051,관악구,2022-10,1,3,613
3052,관악구,2022-10,2,1,150
3053,관악구,2022-10,2,2,102
3054,관악구,2022-10,2,3,859
3055,관악구,2022-10,3,1,3
3056,관악구,2022-10,3,2,418
3057,관악구,2022-10,3,3,306
3058,관악구,2022-10,4,1,771
3059,관악구,2022-10,4,2,148
3060,관악구,2022-10,4,3,9
3061,광진구,2022-10,1,1,87
3062,광진구,2022-10,1,2,80
3063,광진구,2022-10,1,3,392
3064,광진구,2022-10,2,1,515
3065,광진구,2022-10,2,2,83
3066,광진구,2022-10,2,3,994
3067,광진구,2022-10,3,1,2
3068,광진구,2022-10,3,2,391
3069,광진구,2022-10,3,3,362
3070,광진구,2022-10,4,1,796
3071,광진구,2022-10,4,2,166
3072,광진구,2022-10,4,3,9
3073,구로구,2022-10,1,1,100
3074,구로구,2022-10,1,2,113
3075,구로구,2022-10,1,3,876
3076,구로구,2022-10,2,1,861
3077,구로구,2022-10,2,2,124
3078,구로구,2022-10,2,3,837
3079,구로구,2022-10,3,1,4
3080,구로구,2022-10,3,2,550
3081,구로구,2022-10,3,3,558
3082,구로구,2022-10,4,1,170
3083,구로구,2022-10,4,2,128
3084,구로구,2022-10,4,3,14
3085,금천구,2022-10,1,1,51
3086,금천구,2022-10,1,2,70
3087,금천구,2022-10,1,3,872
3088,금천구,2022-10,2,1,417
3089,금천구,2022-10,2,2,74
3090,금천구,2022-10,2,3,340
3091,금천구,2022-10,3,1,3
3092,금천구,2022-10,3,2,22
3093,금천구,2022-10,3,3,467
3094,금천구,2022-10,4,1,518
3095,금천구,2022-10,4,2,75
3096,금천구,2022-10,4,3,10
3097,노원구,2022-10,1,1,88
3098,노원구,2022-10,1,2,129
3099,노원구,2022-10,1,3,250
3100,노원구,2022-10,2,1,513
3101,노원구,2022-10,2,2,134
3102,노원구,2022-10,2,3,851
3103,노원구,2022-10,3,1,3
3104,노원구,2022-10,3,2,749
3105,노원구,2022-10,3,3,840
3106,노원구,2022-10,4,1,642
3107,노원구,2022-10,4,2,174
3108,노원구,2022-10,4,3,10
3109,도봉구,2022-10,1,1,94
3110,도봉구,2022-10,1,2,76
3111,도봉구,2022-10,1,3,820
3112,도봉구,2022-10,2,1,737
3113,도봉구,2022-10,2,2,81
3114,도봉구,2022-10,2,3,651
3115,도봉구,2022-10,3,1,2
3116,도봉구,2022-10,3,2,639
3117,도봉구,2022-10,3,3,575
3118,도봉구,2022-10,4,1,265
3119,도봉구,2022-10,4,2,127
3120,도봉구,2022-10,4,3,8
3121,동대문구,2022-10,1,1,105
3122,동대문구,2022-10,1,2,81
3123,동대문구,2022-10,1,3,274
3124,동대문구,2022-10,2,1,173
3125,동대문구,2022-10,2,2,83
3126,동대문구,2022-10,2,3,552
3127,동대문구,2022-10,3,1,2
3128,동대문구,2022-10,3,2,899
3129,동대문구,2022-10,3,3,152
3130,동대문구,2022-10,4,1,109
3131,동대문구,2022-10,4,2,143
3132,동대문구,2022-10,4,3,9
3133,동작구,2022-10,1,1,108
3134,동작구,2022-10,1,2,93
3135,동작구,2022-10,1,3,806
3136,동작구,2022-10,2,1,173
3137,동작구,2022-10,2,2,95
3138,동작구,2022-10,2,3,87
3139,동작구,2022-10,3,1,2
3140,동작구,2022-10,3,2,514
3141,동작구,2022-10,3,3,136
3142,동작구,2022-10,4,1,700
3143,동작구,2022-10,4,2,129
3144,동작구,2022-10,4,3,6
3145,마포구,2022-10,1,1,102
3146,마포구,2022-10,1,2,100
3147,마포구,2022-10,1,3,951
3148,마포구,2022-10,2,1,567
3149,마포구,2022-10,2,2,105
3150,마포구,2022-10,2,3,620
3151,마포구,2022-10,3,1,2
3152,마포구,2022-10,3,2,800
3153,마포구,2022-10,3,3,664
3154,마포구,2022-10,4,1,519
3155,마포구,2022-10,4,2,165
3156,마포구,2022-10,4,3,9
3157,서대문구,2022-10,1,1,201
3158,서대문구,2022-10,1,2,75
3159,서대문구,2022-10,1,3,841
3160,서대문구,2022-10,2,1,171
3161,서대문구,2022-10,2,2,79
3162,서대문구,2022-10,2,3,213
3163,서대문구,2022-10,3,1,2
3164,서대문구,2022-10,3,2,211
3165,서대문구,2022-10,3,3,433
3166,서대문구,2022-10,4,1,751
3167,서대문구,2022-10,4,2,134
3168,서대문구,2022-10,4,3,5
3169,서초구,2022-10,1,1,214
3170,서초구,2022-10,1,2,150
3171,서초구,2022-10,1,3,886
3172,서초구,2022-10,2,1,915
3173,서초구,2022-10,2,2,156
3174,서초구,2022-10,2,3,15
3175,서초구,2022-10,3,1,3
3176,서초구,2022-10,3,2,163
3177,서초구,2022-10,3,3,737
3178,서초구,2022-10,4,1,30
3179,서초구,2022-10,4,2,179
3180,서초구,2022-10,4,3,10
3181,성동구,2022-10,1,1,123
3182,성동구,2022-10,1,2,82
3183,성동구,2022-10,1,3,673
3184,성동구,2022-10,2,1,504
3185,성동구,2022-10,2,2,91
3186,성동구,2022-10,2,3,300
3187,성동구,2022-10,3,1,2
3188,성동구,2022-10,3,2,77
3189,성동구,2022-10,3,3,929
3190,성동구,2022-10,4,1,52
3191,성동구,2022-10,4,2,180
3192,성동구,2022-10,4,3,8
3193,성북구,2022-10,1,1,94
3194,성북구,2022-10,1,2,105
3195,성북구,2022-10,1,3,178
3196,성북구,2022-10,2,1,138
3197,성북구,2022-10,2,2,107
3198,성북구,2022-10,2,3,410
3199,성북구,2022-10,3,1,3
3200,성북구,2022-10,3,2,163
3201,성북구,2022-10,3,3,1
3202,성북구,2022-10,4,1,4
3203,성북구,2022-10,4,2,335
3204,성북구,2022-10,4,3,153
3205,송파구,2022-10,1,1,127
3206,송파구,2022-10,1,2,206
3207,송파구,2022-10,1,3,104
3208,송파구,2022-10,2,1,139
3209,송파구,2022-10,2,2,213
3210,송파구,2022-10,2,3,370
3211,송파구,2022-10,3,1,4
3212,송파구,2022-10,3,2,468
3213,송파구,2022-10,3,3,1
3214,송파구,2022-10,4,1,6
3215,송파구,2022-10,4,2,238
3216,송파구,2022-10,4,3,159
3217,양천구,2022-10,1,1,121
3218,양천구,2022-10,1,2,127
3219,양천구,2022-10,1,3,511
3220,양천구,2022-10,2,1,469
3221,양천구,2022-10,2,2,132
3222,양천구,2022-10,2,3,101
3223,양천구,2022-10,3,1,3
3224,양천구,2022-10,3,2,398
3225,양천구,2022-10,3,3,760
3226,양천구,2022-10,4,1,216
3227,양천구,2022-10,4,2,140
3228,양천구,2022-10,4,3,11
3229,영등포구,2022-10,1,1,135
3230,영등포구,2022-10,1,2,117
3231,영등포구,2022-10,1,3,664
3232,영등포구,2022-10,2,1,157
3233,영등포구,2022-10,2,2,120
3234,영등포구,2022-10,2,3,956
3235,영등포구,2022-10,3,1,4
3236,영등포구,2022-10,3,2,71
3237,영등포구,2022-10,3,3,160
3238,영등포구,2022-10,4,1,288
3239,영등포구,2022-10,4,2,172
3240,영등포구,2022-10,4,3,13
3241,용산구,2022-10,1,1,246
3242,용산구,2022-10,1,2,65
3243,용산구,2022-10,1,3,434
3244,용산구,2022-10,2,1,269
3245,용산구,2022-10,2,2,66
3246,용산구,2022-10,2,3,949
3247,용산구,2022-10,3,1,2
3248,용산구,2022-10,3,2,3
3249,용산구,2022-10,3,3,57
3250,용산구,2022-10,4,1,188
3251,용산구,2022-10,4,2,146
3252,용산구,2022-10,4,3,5
3253,은평구,2022-10,1,1,102
3254,은평구,2022-10,1,2,113
3255,은평구,2022-10,1,3,7
3256,은평구,2022-10,2,1,134
