number_id,gu_name,MY_id,type_id,PC_id,the_number_of_registered_vehicle
11664,은평구,2023-01,4,3,10
11665,종로구,2023-01,1,1,1
11666,종로구,2023-01,1,2,717
11667,종로구,2023-01,1,3,39
11668,종로구,2023-01,2,1,773
11669,종로구,2023-01,2,2,41
11670,종로구,2023-01,2,3,556
11671,종로구,2023-01,3,1,674
11672,종로구,2023-01,3,2,1
11673,종로구,2023-01,3,3,555
11674,종로구,2023-01,4,1,3
11675,종로구,2023-01,4,2,484
11676,종로구,2023-01,4,3,346
11677,중구,2023-01,1,1,292
11678,중구,2023-01,1,2,44
11679,중구,2023-01,1,3,703
11680,중구,2023-01,2,1,833
11681,중구,2023-01,2,2,47
11682,중구,2023-01,2,3,828
11683,중구,2023-01,3,1,1
11684,중구,2023-01,3,2,856
11685,중구,2023-01,3,3,219
11686,중구,2023-01,4,1,847
11687,중구,2023-01,4,2,181
11688,중구,2023-01,4,3,5
11689,중랑구,2023-01,1,1,80
11690,중랑구,2023-01,1,2,90
11691,중랑구,2023-01,1,3,969
11692,중랑구,2023-01,2,1,956
11693,중랑구,2023-01,2,2,97
11694,중랑구,2023-01,2,3,5
11695,중랑구,2023-01,3,1,3
11696,중랑구,2023-01,3,2,431
11697,중랑구,2023-01,3,3,541
11698,중랑구,2023-01,4,1,7
11699,중랑구,2023-01,4,2,119
11700,중랑구,2023-01,4,3,11
11701,강남구,2023-02,1,1,153
11702,강남구,2023-02,1,2,207
11703,강남구,2023-02,1,3,975
11704,강남구,2023-02,2,1,749
11705,강남구,2023-02,2,2,227
11706,강남구,2023-02,2,3,877
11707,강남구,2023-02,3,1,4
11708,강남구,2023-02,3,2,102
11709,강남구,2023-02,3,3,570
11710,강남구,2023-02,4,1,726
11711,강남구,2023-02,4,2,177
11712,강남구,2023-02,4,3,13
11713,강동구,2023-02,1,1,102
11714,강동구,2023-02,1,2,128
11715,강동구,2023-02,1,3,583
11716,강동구,2023-02,2,1,117
11717,강동구,2023-02,2,2,133
11718,강동구,2023-02,2,3,802
11719,강동구,2023-02,3,1,3
11720,강동구,2023-02,3,2,548
11721,강동구,2023-02,3,3,822
11722,강동구,2023-02,4,1,413
11723,강동구,2023-02,4,2,155
11724,강동구,2023-02,4,3,12
11725,강북구,2023-02,1,1,102
11726,강북구,2023-02,1,2,60
11727,강북구,2023-02,1,3,949
11728,강북구,2023-02,2,1,58
11729,강북구,2023-02,2,2,63
11730,강북구,2023-02,2,3,109
11731,강북구,2023-02,3,1,2
11732,강북구,2023-02,3,2,389
11733,강북구,2023-02,3,3,716
11734,강북구,2023-02,4,1,171
11735,강북구,2023-02,4,2,132
11736,강북구,2023-02,4,3,7
11737,강서구,2023-02,1,1,129
11738,강서구,2023-02,1,2,166
11739,강서구,2023-02,1,3,782
11740,강서구,2023-02,2,1,87
11741,강서구,2023-02,2,2,177
11742,강서구,2023-02,2,3,998
11743,강서구,2023-02,3,1,4
11744,강서구,2023-02,3,2,608
11745,강서구,2023-02,3,3,1
11746,강서구,2023-02,4,1,6
11747,강서구,2023-02,4,2,3
11748,강서구,2023-02,4,3,163
11749,관악구,2023-02,1,1,91
11750,관악구,2023-02,1,2,99
11751,관악구,2023-02,1,3,826
11752,관악구,2023-02,2,1,134
11753,관악구,2023-02,2,2,103
11754,관악구,2023-02,2,3,51
11755,관악구,2023-02,3,1,3
11756,관악구,2023-02,3,2,316
11757,관악구,2023-02,3,3,298
11758,관악구,2023-02,4,1,660
11759,관악구,2023-02,4,2,147
11760,관악구,2023-02,4,3,9
11761,광진구,2023-02,1,1,87
11762,광진구,2023-02,1,2,80
11763,광진구,2023-02,1,3,402
11764,광진구,2023-02,2,1,408
11765,광진구,2023-02,2,2,83
11766,광진구,2023-02,2,3,897
11767,광진구,2023-02,3,1,2
11768,광진구,2023-02,3,2,352
11769,광진구,2023-02,3,3,352
11770,광진구,2023-02,4,1,748
11771,광진구,2023-02,4,2,168
11772,광진구,2023-02,4,3,9
11773,구로구,2023-02,1,1,100
11774,구로구,2023-02,1,2,115
11775,구로구,2023-02,1,3,81
11776,구로구,2023-02,2,1,705
11777,구로구,2023-02,2,2,125
11778,구로구,2023-02,2,3,886
11779,구로구,2023-02,3,1,4
11780,구로구,2023-02,3,2,464
11781,구로구,2023-02,3,3,553
11782,구로구,2023-02,4,1,80
11783,구로구,2023-02,4,2,128
11784,구로구,2023-02,4,3,14
11785,금천구,2023-02,1,1,50
11786,금천구,2023-02,1,2,71
11787,금천구,2023-02,1,3,468
11788,금천구,2023-02,2,1,554
11789,금천구,2023-02,2,2,75
11790,금천구,2023-02,2,3,72
11791,금천구,2023-02,3,1,2
11792,금천구,2023-02,3,2,957
11793,금천구,2023-02,3,3,466
11794,금천구,2023-02,4,1,452
11795,금천구,2023-02,4,2,75
11796,금천구,2023-02,4,3,10
11797,노원구,2023-02,1,1,84
11798,노원구,2023-02,1,2,129
11799,노원구,2023-02,1,3,453
11800,노원구,2023-02,2,1,494
11801,노원구,2023-02,2,2,135
11802,노원구,2023-02,2,3,31
11803,노원구,2023-02,3,1,3
11804,노원구,2023-02,3,2,685
11805,노원구,2023-02,3,3,835
11806,노원구,2023-02,4,1,572
11807,노원구,2023-02,4,2,176
11808,노원구,2023-02,4,3,10
11809,도봉구,2023-02,1,1,93
11810,도봉구,2023-02,1,2,76
11811,도봉구,2023-02,1,3,999
11812,도봉구,2023-02,2,1,643
11813,도봉구,2023-02,2,2,81
11814,도봉구,2023-02,2,3,735
11815,도봉구,2023-02,3,1,2
11816,도봉구,2023-02,3,2,551
11817,도봉구,2023-02,3,3,596
11818,도봉구,2023-02,4,1,198
11819,도봉구,2023-02,4,2,124
11820,도봉구,2023-02,4,3,8
11821,동대문구,2023-02,1,1,103
11822,동대문구,2023-02,1,2,81
11823,동대문구,2023-02,1,3,695
11824,동대문구,2023-02,2,1,401
11825,동대문구,2023-02,2,2,84
11826,동대문구,2023-02,2,3,199
11827,동대문구,2023-02,3,1,2
11828,동대문구,2023-02,3,2,842
11829,동대문구,2023-02,3,3,160
11830,동대문구,2023-02,4,1,59
11831,동대문구,2023-02,4,2,142
11832,동대문구,2023-02,4,3,9
11833,동작구,2023-02,1,1,106
11834,동작구,2023-02,1,2,93
11835,동작구,2023-02,1,3,586
11836,동작구,2023-02,2,1,177
11837,동작구,2023-02,2,2,94
11838,동작구,2023-02,2,3,869
11839,동작구,2023-02,3,1,2
11840,동작구,2023-02,3,2,471
11841,동작구,2023-02,3,3,136
11842,동작구,2023-02,4,1,657
11843,동작구,2023-02,4,2,128
11844,동작구,2023-02,4,3,6
11845,마포구,2023-02,1,1,92
11846,마포구,2023-02,1,2,101
11847,마포구,2023-02,1,3,638
11848,마포구,2023-02,2,1,491
11849,마포구,2023-02,2,2,106
11850,마포구,2023-02,2,3,221
11851,마포구,2023-02,3,1,2
11852,마포구,2023-02,3,2,714
11853,마포구,2023-02,3,3,667
11854,마포구,2023-02,4,1,435
11855,마포구,2023-02,4,2,164
11856,마포구,2023-02,4,3,9
11857,서대문구,2023-02,1,1,206
11858,서대문구,2023-02,1,2,77
11859,서대문구,2023-02,1,3,261
11860,서대문구,2023-02,2,1,248
11861,서대문구,2023-02,2,2,80
11862,서대문구,2023-02,2,3,715
11863,서대문구,2023-02,3,1,2
11864,서대문구,2023-02,3,2,219
11865,서대문구,2023-02,3,3,439
11866,서대문구,2023-02,4,1,766
11867,서대문구,2023-02,4,2,131
11868,서대문구,2023-02,4,3,6
11869,서초구,2023-02,1,1,185
11870,서초구,2023-02,1,2,151
11871,서초구,2023-02,1,3,70
11872,서초구,2023-02,2,1,873
11873,서초구,2023-02,2,2,156
11874,서초구,2023-02,2,3,128
11875,서초구,2023-02,3,1,3
11876,서초구,2023-02,3,2,124
11877,서초구,2023-02,3,3,717
11878,서초구,2023-02,4,1,966
11879,서초구,2023-02,4,2,173
11880,서초구,2023-02,4,3,10
11881,성동구,2023-02,1,1,119
11882,성동구,2023-02,1,2,82
11883,성동구,2023-02,1,3,402
11884,성동구,2023-02,2,1,42
11885,성동구,2023-02,2,2,89
11886,성동구,2023-02,2,3,563
11887,성동구,2023-02,3,1,2
11888,성동구,2023-02,3,2,15
11889,성동구,2023-02,3,3,927
11890,성동구,2023-02,4,1,989
11891,성동구,2023-02,4,2,182
11892,성동구,2023-02,4,3,8
11893,성북구,2023-02,1,1,95
11894,성북구,2023-02,1,2,105
11895,성북구,2023-02,1,3,416
11896,성북구,2023-02,2,1,127
11897,성북구,2023-02,2,2,107
11898,성북구,2023-02,2,3,638
11899,성북구,2023-02,3,1,3
11900,성북구,2023-02,3,2,82
11901,성북구,2023-02,3,3,1
11902,성북구,2023-02,4,1,4
11903,성북구,2023-02,4,2,256
11904,성북구,2023-02,4,3,148
11905,송파구,2023-02,1,1,132
11906,송파구,2023-02,1,2,206
11907,송파구,2023-02,1,3,826
11908,송파구,2023-02,2,1,270
11909,송파구,2023-02,2,2,214
11910,송파구,2023-02,2,3,228
11911,송파구,2023-02,3,1,4
11912,송파구,2023-02,3,2,401
11913,송파구,2023-02,3,3,1
11914,송파구,2023-02,4,1,6
11915,송파구,2023-02,4,2,197
11916,송파구,2023-02,4,3,158
11917,양천구,2023-02,1,1,121
11918,양천구,2023-02,1,2,127
11919,양천구,2023-02,1,3,815
11920,양천구,2023-02,2,1,496
11921,양천구,2023-02,2,2,132
11922,양천구,2023-02,2,3,432
11923,양천구,2023-02,3,1,3
11924,양천구,2023-02,3,2,339
11925,양천구,2023-02,3,3,755
11926,양천구,2023-02,4,1,153
11927,양천구,2023-02,4,2,136
11928,양천구,2023-02,4,3,11
11929,영등포구,2023-02,1,1,136
11930,영등포구,2023-02,1,2,117
11931,영등포구,2023-02,1,3,819
11932,영등포구,2023-02,2,1,98
11933,영등포구,2023-02,2,2,121
11934,영등포구,2023-02,2,3,53
11935,영등포구,2023-02,3,1,4
11936,영등포구,2023-02,3,2,12
11937,영등포구,2023-02,3,3,162
11938,영등포구,2023-02,4,1,231
11939,영등포구,2023-02,4,2,169
11940,영등포구,2023-02,4,3,13
11941,용산구,2023-02,1,1,238
11942,용산구,2023-02,1,2,65
11943,용산구,2023-02,1,3,483
11944,용산구,2023-02,2,1,321
11945,용산구,2023-02,2,2,67
11946,용산구,2023-02,2,3,42
11947,용산구,2023-02,3,1,1
11948,용산구,2023-02,3,2,978
11949,용산구,2023-02,3,3,69
11950,용산구,2023-02,4,1,171
11951,용산구,2023-02,4,2,143
11952,용산구,2023-02,4,3,5
11953,은평구,2023-02,1,1,93
11954,은평구,2023-02,1,2,112
11955,은평구,2023-02,1,3,607
11956,은평구,2023-02,2,1,72
11957,은평구,2023-02,2,2,116
11958,은평구,2023-02,2,3,772
11959,은평구,2023-02,3,1,3
11960,은평구,2023-02,3,2,375
11961,은평구,2023-02,3,3,745
11962,은평구,2023-02,4,1,163
11963,은평구,2023-02,4,2,135
11964,은평구,2023-02,4,3,10
11965,종로구,2023-02,1,1,1
11966,종로구,2023-02,1,2,722
11967,종로구,2023-02,1,3,39
11968,종로구,2023-02,2,1,741
11969,종로구,2023-02,2,2,41
11970,종로구,2023-02,2,3,574
11971,종로구,2023-02,3,1,678
11972,종로구,2023-02,3,2,1
11973,종로구,2023-02,3,3,557
11974,종로구,2023-02,4,1,3
11975,종로구,2023-02,4,2,490
11976,종로구,2023-02,4,3,345
11977,중구,2023-02,1,1,286
11978,중구,2023-02,1,2,44
11979,중구,2023-02,1,3,627
11980,중구,2023-02,2,1,817
11981,중구,2023-02,2,2,47
11982,중구,2023-02,2,3,730
11983,중구,2023-02,3,1,1
11984,중구,2023-02,3,2,854
11985,중구,2023-02,3,3,223
11986,중구,2023-02,4,1,860
11987,중구,2023-02,4,2,180
11988,중구,2023-02,4,3,5
11989,중랑구,2023-02,1,1,80
11990,중랑구,2023-02,1,2,91
11991,중랑구,2023-02,1,3,64
11992,중랑구,2023-02,2,1,975
11993,중랑구,2023-02,2,2,97
11994,중랑구,2023-02,2,3,119
11995,중랑구,2023-02,3,1,3
11996,중랑구,2023-02,3,2,418
11997,중랑구,2023-02,3,3,542
11998,중랑구,2023-02,4,1,994
11999,중랑구,2023-02,4,2,118
12000,중랑구,2023-02,4,3,11
12001,강남구,2023-03,1,1,155
12002,강남구,2023-03,1,2,209
12003,강남구,2023-03,1,3,267
12004,강남구,2023-03,2,1,559
12005,강남구,2023-03,2,2,228
12006,강남구,2023-03,2,3,981
12007,강남구,2023-03,3,1,4
12008,강남구,2023-03,3,2,84
12009,강남구,2023-03,3,3,566
12010,강남구,2023-03,4,1,704
12011,강남구,2023-03,4,2,177
12012,강남구,2023-03,4,3,13
12013,강동구,2023-03,1,1,109
12014,강동구,2023-03,1,2,128
12015,강동구,2023-03,1,3,708
12016,강동구,2023-03,2,1,113
12017,강동구,2023-03,2,2,133
12018,강동구,2023-03,2,3,930
12019,강동구,2023-03,3,1,3
12020,강동구,2023-03,3,2,523
12021,강동구,2023-03,3,3,822
12022,강동구,2023-03,4,1,387
12023,강동구,2023-03,4,2,154
12024,강동구,2023-03,4,3,12
12025,강북구,2023-03,1,1,102
12026,강북구,2023-03,1,2,60
12027,강북구,2023-03,1,3,992
12028,강북구,2023-03,2,1,64
12029,강북구,2023-03,2,2,63
12030,강북구,2023-03,2,3,158
12031,강북구,2023-03,3,1,2
12032,강북구,2023-03,3,2,364
12033,강북구,2023-03,3,3,716
12034,강북구,2023-03,4,1,146
12035,강북구,2023-03,4,2,130
12036,강북구,2023-03,4,3,7
12037,강서구,2023-03,1,1,130
12038,강서구,2023-03,1,2,166
12039,강서구,2023-03,1,3,914
12040,강서구,2023-03,2,1,894
12041,강서구,2023-03,2,2,177
12042,강서구,2023-03,2,3,938
12043,강서구,2023-03,3,1,4
12044,강서구,2023-03,3,2,605
12045,강서구,2023-03,3,3,1
12046,강서구,2023-03,4,1,6
12047,강서구,2023-03,4,2,9
12048,강서구,2023-03,4,3,164
12049,관악구,2023-03,1,1,91
12050,관악구,2023-03,1,2,99
12051,관악구,2023-03,1,3,914
12052,관악구,2023-03,2,1,165
12053,관악구,2023-03,2,2,103
12054,관악구,2023-03,2,3,170
12055,관악구,2023-03,3,1,3
12056,관악구,2023-03,3,2,288
12057,관악구,2023-03,3,3,342
12058,관악구,2023-03,4,1,676
12059,관악구,2023-03,4,2,147
12060,관악구,2023-03,4,3,9
12061,광진구,2023-03,1,1,89
12062,광진구,2023-03,1,2,80
12063,광진구,2023-03,1,3,447
12064,광진구,2023-03,2,1,372
12065,광진구,2023-03,2,2,83
12066,광진구,2023-03,2,3,908
12067,광진구,2023-03,3,1,2
12068,광진구,2023-03,3,2,339
12069,광진구,2023-03,3,3,357
12070,광진구,2023-03,4,1,739
12071,광진구,2023-03,4,2,170
12072,광진구,2023-03,4,3,9
12073,구로구,2023-03,1,1,101
12074,구로구,2023-03,1,2,115
12075,구로구,2023-03,1,3,314
12076,구로구,2023-03,2,1,707
12077,구로구,2023-03,2,2,126
12078,구로구,2023-03,2,3,122
12079,구로구,2023-03,3,1,4
12080,구로구,2023-03,3,2,443
12081,구로구,2023-03,3,3,567
12082,구로구,2023-03,4,1,73
12083,구로구,2023-03,4,2,129
12084,구로구,2023-03,4,3,14
12085,금천구,2023-03,1,1,53
12086,금천구,2023-03,1,2,71
12087,금천구,2023-03,1,3,586
12088,금천구,2023-03,2,1,550
12089,금천구,2023-03,2,2,75
12090,금천구,2023-03,2,3,189
12091,금천구,2023-03,3,1,2
12092,금천구,2023-03,3,2,934
12093,금천구,2023-03,3,3,465
12094,금천구,2023-03,4,1,428
12095,금천구,2023-03,4,2,75
12096,금천구,2023-03,4,3,10
12097,노원구,2023-03,1,1,84
12098,노원구,2023-03,1,2,129
12099,노원구,2023-03,1,3,504
12100,노원구,2023-03,2,1,538
12101,노원구,2023-03,2,2,135
12102,노원구,2023-03,2,3,126
12103,노원구,2023-03,3,1,3
12104,노원구,2023-03,3,2,646
12105,노원구,2023-03,3,3,836
12106,노원구,2023-03,4,1,534
12107,노원구,2023-03,4,2,176
12108,노원구,2023-03,4,3,10
12109,도봉구,2023-03,1,1,92
12110,도봉구,2023-03,1,2,77
12111,도봉구,2023-03,1,3,30
12112,도봉구,2023-03,2,1,623
12113,도봉구,2023-03,2,2,81
12114,도봉구,2023-03,2,3,745
12115,도봉구,2023-03,3,1,2
12116,도봉구,2023-03,3,2,529
12117,도봉구,2023-03,3,3,593
12118,도봉구,2023-03,4,1,173
12119,도봉구,2023-03,4,2,124
12120,도봉구,2023-03,4,3,8
12121,동대문구,2023-03,1,1,101
12122,동대문구,2023-03,1,2,81
12123,동대문구,2023-03,1,3,859
12124,동대문구,2023-03,2,1,434
12125,동대문구,2023-03,2,2,84
12126,동대문구,2023-03,2,3,394
12127,동대문구,2023-03,3,1,2
12128,동대문구,2023-03,3,2,830
12129,동대문구,2023-03,3,3,160
12130,동대문구,2023-03,4,1,46
12131,동대문구,2023-03,4,2,139
12132,동대문구,2023-03,4,3,9
12133,동작구,2023-03,1,1,106
12134,동작구,2023-03,1,2,93
12135,동작구,2023-03,1,3,889
12136,동작구,2023-03,2,1,172
12137,동작구,2023-03,2,2,95
12138,동작구,2023-03,2,3,167
12139,동작구,2023-03,3,1,2
12140,동작구,2023-03,3,2,454
12141,동작구,2023-03,3,3,135
12142,동작구,2023-03,4,1,639
12143,동작구,2023-03,4,2,128
12144,동작구,2023-03,4,3,6
12145,마포구,2023-03,1,1,92
12146,마포구,2023-03,1,2,101
12147,마포구,2023-03,1,3,858
12148,마포구,2023-03,2,1,465
12149,마포구,2023-03,2,2,106
12150,마포구,2023-03,2,3,415
12151,마포구,2023-03,3,1,2
12152,마포구,2023-03,3,2,706
12153,마포구,2023-03,3,3,670
12154,마포구,2023-03,4,1,430
12155,마포구,2023-03,4,2,166
12156,마포구,2023-03,4,3,9
12157,서대문구,2023-03,1,1,206
12158,서대문구,2023-03,1,2,77
12159,서대문구,2023-03,1,3,411
12160,서대문구,2023-03,2,1,262
12161,서대문구,2023-03,2,2,80
12162,서대문구,2023-03,2,3,879
12163,서대문구,2023-03,3,1,2
12164,서대문구,2023-03,3,2,214
12165,서대문구,2023-03,3,3,439
12166,서대문구,2023-03,4,1,761
12167,서대문구,2023-03,4,2,131
12168,서대문구,2023-03,4,3,6
12169,서초구,2023-03,1,1,179
12170,서초구,2023-03,1,2,151
12171,서초구,2023-03,1,3,151
12172,서초구,2023-03,2,1,845
12173,서초구,2023-03,2,2,156
12174,서초구,2023-03,2,3,175
12175,서초구,2023-03,3,1,3
12176,서초구,2023-03,3,2,117
12177,서초구,2023-03,3,3,713
12178,서초구,2023-03,4,1,944
12179,서초구,2023-03,4,2,172
12180,서초구,2023-03,4,3,10
12181,성동구,2023-03,1,1,118
12182,성동구,2023-03,1,2,82
12183,성동구,2023-03,1,3,308
12184,성동구,2023-03,2,1,297
12185,성동구,2023-03,2,2,90
12186,성동구,2023-03,2,3,723
12187,성동구,2023-03,3,1,1
12188,성동구,2023-03,3,2,990
12189,성동구,2023-03,3,3,899
12190,성동구,2023-03,4,1,935
12191,성동구,2023-03,4,2,181
12192,성동구,2023-03,4,3,8
12193,성북구,2023-03,1,1,96
12194,성북구,2023-03,1,2,105
12195,성북구,2023-03,1,3,432
12196,성북구,2023-03,2,1,127
12197,성북구,2023-03,2,2,107
12198,성북구,2023-03,2,3,655
12199,성북구,2023-03,3,1,3
12200,성북구,2023-03,3,2,63
12201,성북구,2023-03,3,3,1
12202,성북구,2023-03,4,1,4
12203,성북구,2023-03,4,2,239
12204,성북구,2023-03,4,3,148
12205,송파구,2023-03,1,1,133
12206,송파구,2023-03,1,2,206
12207,송파구,2023-03,1,3,859
12208,송파구,2023-03,2,1,213
12209,송파구,2023-03,2,2,214
12210,송파구,2023-03,2,3,205
12211,송파구,2023-03,3,1,4
12212,송파구,2023-03,3,2,367
12213,송파구,2023-03,3,3,1
12214,송파구,2023-03,4,1,6
12215,송파구,2023-03,4,2,174
12216,송파구,2023-03,4,3,158
12217,양천구,2023-03,1,1,121
12218,양천구,2023-03,1,2,127
12219,양천구,2023-03,1,3,697
12220,양천구,2023-03,2,1,505
12221,양천구,2023-03,2,2,132
12222,양천구,2023-03,2,3,323
12223,양천구,2023-03,3,1,3
12224,양천구,2023-03,3,2,324
12225,양천구,2023-03,3,3,756
12226,양천구,2023-03,4,1,139
12227,양천구,2023-03,4,2,136
12228,양천구,2023-03,4,3,11
12229,영등포구,2023-03,1,1,124
12230,영등포구,2023-03,1,2,117
12231,영등포구,2023-03,1,3,820
12232,영등포구,2023-03,2,1,75
12233,영등포구,2023-03,2,2,121
12234,영등포구,2023-03,2,3,19
12235,영등포구,2023-03,3,1,3
12236,영등포구,2023-03,3,2,981
12237,영등포구,2023-03,3,3,163
12238,영등포구,2023-03,4,1,200
12239,영등포구,2023-03,4,2,168
12240,영등포구,2023-03,4,3,13
12241,용산구,2023-03,1,1,236
12242,용산구,2023-03,1,2,65
12243,용산구,2023-03,1,3,412
12244,용산구,2023-03,2,1,305
12245,용산구,2023-03,2,2,66
12246,용산구,2023-03,2,3,953
12247,용산구,2023-03,3,1,1
12248,용산구,2023-03,3,2,962
12249,용산구,2023-03,3,3,68
12250,용산구,2023-03,4,1,153
12251,용산구,2023-03,4,2,142
12252,용산구,2023-03,4,3,5
12253,은평구,2023-03,1,1,94
12254,은평구,2023-03,1,2,112
12255,은평구,2023-03,1,3,555
12256,은평구,2023-03,2,1,61
12257,은평구,2023-03,2,2,116
12258,은평구,2023-03,2,3,710
12259,은평구,2023-03,3,1,3
12260,은평구,2023-03,3,2,337
12261,은평구,2023-03,3,3,746
12262,은평구,2023-03,4,1,126
12263,은평구,2023-03,4,2,135
12264,은평구,2023-03,4,3,10
12265,종로구,2023-03,1,1,1
12266,종로구,2023-03,1,2,770
12267,종로구,2023-03,1,3,39
12268,종로구,2023-03,2,1,729
12269,종로구,2023-03,2,2,41
12270,종로구,2023-03,2,3,616
12271,종로구,2023-03,3,1,660
12272,종로구,2023-03,3,2,1
12273,종로구,2023-03,3,3,553
12274,종로구,2023-03,4,1,3
12275,종로구,2023-03,4,2,470
12276,종로구,2023-03,4,3,343
12277,중구,2023-03,1,1,284
12278,중구,2023-03,1,2,44
12279,중구,2023-03,1,3,504
12280,중구,2023-03,2,1,751
12281,중구,2023-03,2,2,47
12282,중구,2023-03,2,3,539
12283,중구,2023-03,3,1,1
12284,중구,2023-03,3,2,842
12285,중구,2023-03,3,3,223
12286,중구,2023-03,4,1,861
12287,중구,2023-03,4,2,177
12288,중구,2023-03,4,3,5
12289,중랑구,2023-03,1,1,80
12290,중랑구,2023-03,1,2,91
12291,중랑구,2023-03,1,3,210
12292,중랑구,2023-03,2,1,984
12293,중랑구,2023-03,2,2,97
12294,중랑구,2023-03,2,3,274
12295,중랑구,2023-03,3,1,3
12296,중랑구,2023-03,3,2,371
12297,중랑구,2023-03,3,3,536
12298,중랑구,2023-03,4,1,941
12299,중랑구,2023-03,4,2,118
12300,중랑구,2023-03,4,3,11
12301,강남구,2023-04,1,1,152
12302,강남구,2023-04,1,2,210
12303,강남구,2023-04,1,3,122
12304,강남구,2023-04,2,1,345
12305,강남구,2023-04,2,2,229
12306,강남구,2023-04,2,3,619
12307,강남구,2023-04,3,1,4
12308,강남구,2023-04,3,2,67
12309,강남구,2023-04,3,3,566
12310,강남구,2023-04,4,1,687
12311,강남구,2023-04,4,2,178
12312,강남구,2023-04,4,3,13
12313,강동구,2023-04,1,1,110
12314,강동구,2023-04,1,2,128
12315,강동구,2023-04,1,3,775
12316,강동구,2023-04,2,1,92
12317,강동구,2023-04,2,2,133
12318,강동구,2023-04,2,3,977
12319,강동구,2023-04,3,1,3
12320,강동구,2023-04,3,2,519
12321,강동구,2023-04,3,3,806
12322,강동구,2023-04,4,1,367
12323,강동구,2023-04,4,2,154
12324,강동구,2023-04,4,3,12
12325,강북구,2023-04,1,1,102
12326,강북구,2023-04,1,2,61
12327,강북구,2023-04,1,3,21
12328,강북구,2023-04,2,1,70
12329,강북구,2023-04,2,2,63
12330,강북구,2023-04,2,3,193
12331,강북구,2023-04,3,1,2
12332,강북구,2023-04,3,2,348
12333,강북구,2023-04,3,3,717
12334,강북구,2023-04,4,1,131
12335,강북구,2023-04,4,2,129
12336,강북구,2023-04,4,3,7
12337,강서구,2023-04,1,1,131
12338,강서구,2023-04,1,2,167
12339,강서구,2023-04,1,3,15
12340,강서구,2023-04,2,1,782
12341,강서구,2023-04,2,2,177
12342,강서구,2023-04,2,3,928
12343,강서구,2023-04,3,1,4
12344,강서구,2023-04,3,2,589
12345,강서구,2023-04,3,3,1
12346,강서구,2023-04,4,1,5
12347,강서구,2023-04,4,2,992
12348,강서구,2023-04,4,3,164
12349,관악구,2023-04,1,1,91
12350,관악구,2023-04,1,2,99
12351,관악구,2023-04,1,3,899
12352,관악구,2023-04,2,1,93
12353,관악구,2023-04,2,2,103
12354,관악구,2023-04,2,3,83
12355,관악구,2023-04,3,1,3
12356,관악구,2023-04,3,2,285
12357,관악구,2023-04,3,3,342
12358,관악구,2023-04,4,1,673
12359,관악구,2023-04,4,2,146
12360,관악구,2023-04,4,3,9
12361,광진구,2023-04,1,1,89
12362,광진구,2023-04,1,2,80
12363,광진구,2023-04,1,3,492
12364,광진구,2023-04,2,1,329
12365,광진구,2023-04,2,2,83
12366,광진구,2023-04,2,3,910
12367,광진구,2023-04,3,1,2
12368,광진구,2023-04,3,2,325
12369,광진구,2023-04,3,3,355
12370,광진구,2023-04,4,1,723
12371,광진구,2023-04,4,2,176
12372,광진구,2023-04,4,3,9
12373,구로구,2023-04,1,1,102
12374,구로구,2023-04,1,2,115
12375,구로구,2023-04,1,3,538
12376,구로구,2023-04,2,1,280
12377,구로구,2023-04,2,2,125
12378,구로구,2023-04,2,3,920
12379,구로구,2023-04,3,1,4
12380,구로구,2023-04,3,2,403
12381,구로구,2023-04,3,3,559
12382,구로구,2023-04,4,1,24
12383,구로구,2023-04,4,2,130
12384,구로구,2023-04,4,3,14
12385,금천구,2023-04,1,1,53
12386,금천구,2023-04,1,2,71
12387,금천구,2023-04,1,3,663
12388,금천구,2023-04,2,1,541
12389,금천구,2023-04,2,2,75
12390,금천구,2023-04,2,3,257
12391,금천구,2023-04,3,1,2
12392,금천구,2023-04,3,2,913
12393,금천구,2023-04,3,3,464
12394,금천구,2023-04,4,1,406
12395,금천구,2023-04,4,2,75
12396,금천구,2023-04,4,3,10
12397,노원구,2023-04,1,1,84
12398,노원구,2023-04,1,2,129
12399,노원구,2023-04,1,3,535
12400,노원구,2023-04,2,1,522
12401,노원구,2023-04,2,2,135
12402,노원구,2023-04,2,3,141
12403,노원구,2023-04,3,1,3
12404,노원구,2023-04,3,2,604
12405,노원구,2023-04,3,3,835
12406,노원구,2023-04,4,1,491
12407,노원구,2023-04,4,2,175
12408,노원구,2023-04,4,3,10
12409,도봉구,2023-04,1,1,93
12410,도봉구,2023-04,1,2,76
12411,도봉구,2023-04,1,3,998
12412,도봉구,2023-04,2,1,602
12413,도봉구,2023-04,2,2,81
12414,도봉구,2023-04,2,3,693
12415,도봉구,2023-04,3,1,2
12416,도봉구,2023-04,3,2,526
12417,도봉구,2023-04,3,3,595
12418,도봉구,2023-04,4,1,172
12419,도봉구,2023-04,4,2,123
12420,도봉구,2023-04,4,3,8
12421,동대문구,2023-04,1,1,101
12422,동대문구,2023-04,1,2,82
12423,동대문구,2023-04,1,3,8
12424,동대문구,2023-04,2,1,450
12425,동대문구,2023-04,2,2,84
12426,동대문구,2023-04,2,3,559
12427,동대문구,2023-04,3,1,2
12428,동대문구,2023-04,3,2,808
12429,동대문구,2023-04,3,3,155
12430,동대문구,2023-04,4,1,19
12431,동대문구,2023-04,4,2,138
12432,동대문구,2023-04,4,3,9
